"district","sex","age_category","population"
"萬華區","男","22",826
"萬華區","男","23",912
"萬華區","男","24",863
"萬華區","男","25",849
"萬華區","男","26",1011
"萬華區","男","27",1046
"萬華區","男","28",1100
"萬華區","男","29",1058
"萬華區","男","30",1080
"萬華區","男","31",1128
"萬華區","男","32",1069
"萬華區","男","33",1187
"萬華區","男","34",1121
"萬華區","男","35",1188
"萬華區","男","36",1151
"萬華區","男","37",1034
"萬華區","男","38",1177
"萬華區","男","39",1285
"萬華區","男","40",1382
"萬華區","男","41",1439
"萬華區","男","42",1469
"萬華區","男","43",1417
"萬華區","男","44",1428
"萬華區","男","45",1419
"萬華區","男","46",1306
"萬華區","男","47",1485
"萬華區","男","48",1209
"萬華區","男","49",1280
"萬華區","男","50",1173
"萬華區","男","51",1258
"萬華區","男","52",1308
"萬華區","男","53",1279
"萬華區","男","54",1323
"萬華區","男","55",1384
"萬華區","男","56",1317
"萬華區","男","57",1319
"萬華區","男","58",1344
"萬華區","男","59",1327
"萬華區","男","60",1367
"萬華區","男","61",1421
"萬華區","男","62",1281
"萬華區","男","63",1347
"萬華區","男","64",1350
"萬華區","男","65",1381
"萬華區","男","66",1254
"萬華區","男","67",1336
"萬華區","男","68",1284
"萬華區","男","69",1261
"萬華區","男","70",1149
"萬華區","男","71",1192
"萬華區","男","72",1189
"萬華區","男","73",939
"萬華區","男","74",928
"萬華區","男","75",810
"萬華區","男","76",629
"萬華區","男","77",515
"萬華區","男","78",392
"萬華區","男","79",451
"萬華區","男","80",458
"萬華區","男","81",440
"萬華區","男","82",430
"萬華區","男","83",396
"萬華區","男","84",351
"萬華區","男","85",260
"萬華區","男","86",239
"萬華區","男","87",217
"萬華區","男","88",188
"萬華區","男","89",168
"萬華區","男","90",152
"萬華區","男","91",119
"萬華區","男","92",135
"萬華區","男","93",109
"萬華區","男","94",107
"萬華區","男","95",71
"萬華區","男","96",52
"萬華區","男","97",30
"萬華區","男","98",25
"萬華區","男","99",9
"萬華區","男","100",45
"萬華區","男","總計",83987
"萬華區","女","0~4",2442
"萬華區","女","5~9",2522
"萬華區","女","10~14",2260
"萬華區","女","15~19",2921
"萬華區","女","20~24",3820
"萬華區","女","25~29",4919
"萬華區","女","30~34",5490
"萬華區","女","35~39",6019
"萬華區","女","40~44",7048
"萬華區","女","45~49",6916
"萬華區","女","50~54",6855
"萬華區","女","55~59",7255
"萬華區","女","60~64",7602
"萬華區","女","65~69",7219
"萬華區","女","70~74",6353
"萬華區","女","75~79",3769
"萬華區","女","80~84",3102
"萬華區","女","85~89",1816
"萬華區","女","90~94",851
"萬華區","女","95~99",233
"萬華區","女","0",502
"萬華區","女","1",442
"萬華區","女","2",495
"萬華區","女","3",486
"萬華區","女","4",517
"萬華區","女","5",525
"萬華區","女","6",474
"萬華區","女","7",534
"萬華區","女","8",506
"萬華區","女","9",483
"萬華區","女","10",409
"萬華區","女","11",505
"萬華區","女","12",468
"萬華區","女","13",406
"萬華區","女","14",472
"萬華區","女","15",502
"萬華區","女","16",608
"萬華區","女","17",607
"萬華區","女","18",568
"萬華區","女","19",636
"萬華區","女","20",683
"萬華區","女","21",718
"萬華區","女","22",703
"萬華區","女","23",883
"萬華區","女","24",833
"萬華區","女","25",808
"萬華區","女","26",985
"萬華區","女","27",1005
"萬華區","女","28",1078
"萬華區","女","29",1043
"萬華區","女","30",1108
"萬華區","女","31",1058
"萬華區","女","32",1101
"萬華區","女","33",1134
"萬華區","女","34",1089
"萬華區","女","35",1182
"萬華區","女","36",1110
"萬華區","女","37",1117
"萬華區","女","38",1233
"萬華區","女","39",1377
"萬華區","女","40",1341
"萬華區","女","41",1394
"萬華區","女","42",1429
"萬華區","女","43",1388
"萬華區","女","44",1496
"萬華區","女","45",1421
"萬華區","女","46",1329
"萬華區","女","47",1567
"萬華區","女","48",1323
"萬華區","女","49",1276
"萬華區","女","50",1298
"萬華區","女","51",1329
"萬華區","女","52",1335
"萬華區","女","53",1478
"萬華區","女","54",1415
"萬華區","女","55",1410
"萬華區","女","56",1395
"萬華區","女","57",1439
"萬華區","女","58",1496
"萬華區","女","59",1515
"萬華區","女","60",1567
"萬華區","女","61",1495
"萬華區","女","62",1470
"萬華區","女","63",1518
"萬華區","女","64",1552
"萬華區","女","65",1491
"萬華區","女","66",1374
"萬華區","女","67",1457
"萬華區","女","68",1493
"萬華區","女","69",1404
"萬華區","女","70",1317
"萬華區","女","71",1324
"萬華區","女","72",1370
"萬華區","女","73",1174
"萬華區","女","74",1168
"萬華區","女","75",993
"萬華區","女","76",890
"萬華區","女","77",692
"萬華區","女","78",532
"萬華區","女","79",662
"萬華區","女","80",667
"萬華區","女","81",588
"萬華區","女","82",667
"萬華區","女","83",618
"萬華區","女","84",562
"萬華區","女","85",492
"萬華區","女","86",381
"萬華區","女","87",368
"萬華區","女","88",325
"萬華區","女","89",250
"萬華區","女","90",224
"萬華區","女","91",199
"萬華區","女","92",175
"萬華區","女","93",150
"萬華區","女","94",103
"萬華區","女","95",92
"萬華區","女","96",57
"萬華區","女","97",39
"萬華區","女","98",25
"萬華區","女","99",20
"萬華區","女","100",32
"萬華區","女","總計",89444
"文山區","計","0~4",8100
"文山區","計","5~9",11558
"文山區","計","10~14",12014
"文山區","計","15~19",11340
"文山區","計","20~24",13345
"文山區","計","25~29",15759
"文山區","計","30~34",15680
"文山區","計","35~39",17091
"文山區","計","40~44",21333
"文山區","計","45~49",20734
"文山區","計","50~54",20650
"文山區","計","55~59",20759
"文山區","計","60~64",19546
"文山區","計","65~69",17953
"文山區","計","70~74",14896
"文山區","計","75~79",8142
"文山區","計","80~84",5812
"文山區","計","85~89",3224
"文山區","計","90~94",1667
"文山區","計","95~99",585
"文山區","計","0",1448
"文山區","計","1",1387
"文山區","計","2",1668
"文山區","計","3",1680
"文山區","計","4",1917
"文山區","計","5",2026
"文山區","計","6",2184
"文山區","計","7",2386
"文山區","計","8",2484
"文山區","計","9",2478
"文山區","計","10",2213
"文山區","計","11",2876
"文山區","計","12",2552
"文山區","計","13",2077
"文山區","計","14",2296
"文山區","計","15",2231
"文山區","計","16",2406
"文山區","計","17",2258
"文山區","計","18",2223
"文山區","計","19",2222
"文山區","計","20",2237
"文山區","計","21",2570
"文山區","計","22",2497
"文山區","計","23",3050
"文山區","計","24",2991
"文山區","計","25",2811
"文山區","計","26",3209
"文山區","計","27",3127
"文山區","計","28",3350
"文山區","計","29",3262
"文山區","計","30",3121
"文山區","計","31",3144
"文山區","計","32",2962
"文山區","計","33",3372
"文山區","計","34",3081
"文山區","計","35",3448
"文山區","計","36",3219
"文山區","計","37",3166
"文山區","計","38",3505
"文山區","計","39",3753
"文山區","計","40",3983
"文山區","計","41",4369
"文山區","計","42",4293
"文山區","計","43",4303
"文山區","計","44",4385
"文山區","計","45",4263
"文山區","計","46",3829
"文山區","計","47",4684
"文山區","計","48",3979
"文山區","計","49",3979
"文山區","計","50",3985
"文山區","計","51",3856
"文山區","計","52",4147
"文山區","計","53",4285
"文山區","計","54",4377
"文山區","計","55",4233
"文山區","計","56",4092
"文山區","計","57",4172
"文山區","計","58",4090
"文山區","計","59",4172
"文山區","計","60",4096
"文山區","計","61",3988
"文山區","計","62",3892
"文山區","計","63",3878
"文山區","計","64",3692
"文山區","計","65",3838
"文山區","計","66",3574
"文山區","計","67",3664
"文山區","計","68",3560
"文山區","計","69",3317
"文山區","計","70",3271
"文山區","計","71",3278
"文山區","計","72",3118
"文山區","計","73",2710
"文山區","計","74",2519
"文山區","計","75",2151
"文山區","計","76",1929
"文山區","計","77",1520
"文山區","計","78",1218
"文山區","計","79",1324
"文山區","計","80",1375
"文山區","計","81",1317
"文山區","計","82",1141
"文山區","計","83",1052
"文山區","計","84",927
"文山區","計","85",854
"文山區","計","86",725
"文山區","計","87",640
"文山區","計","88",549
"文山區","計","89",456
"文山區","計","90",434
"文山區","計","91",367
"文山區","計","92",328
"文山區","計","93",311
"文山區","計","94",227
"文山區","計","95",193
"文山區","計","96",143
"文山區","計","97",113
"文山區","計","98",71
"文山區","計","99",65
"文山區","計","100",110
"文山區","計","總計",260298
"文山區","男","0~4",4196
"文山區","男","5~9",5969
"文山區","男","10~14",6173
"文山區","男","15~19",5932
"文山區","男","20~24",6942
"文山區","男","25~29",8084
"文山區","男","30~34",7805
"文山區","男","35~39",8042
"文山區","男","40~44",10020
"文山區","男","45~49",9427
"文山區","男","50~54",9487
"文山區","男","55~59",9635
"文山區","男","60~64",9084
"文山區","男","65~69",8242
"文山區","男","70~74",6673
"文山區","男","75~79",3454
"文山區","男","80~84",2227
"文山區","男","85~89",1129
"文山區","男","90~94",739
"文山區","男","95~99",290
"文山區","男","0",738
"文山區","男","1",718
"文山區","男","2",866
"文山區","男","3",877
"文山區","男","4",997
"文山區","男","5",1041
"文山區","男","6",1144
"文山區","男","7",1218
"文山區","男","8",1285
"文山區","男","9",1281
"文山區","男","10",1138
"文山區","男","11",1478
"文山區","男","12",1304
"文山區","男","13",1078
"文山區","男","14",1175
"文山區","男","15",1148
"文山區","男","16",1266
"文山區","男","17",1169
"文山區","男","18",1190
"文山區","男","19",1159
"文山區","男","20",1189
"文山區","男","21",1309
"文山區","男","22",1297
"文山區","男","23",1598
"文山區","男","24",1549
"文山區","男","25",1484
"文山區","男","26",1679
"文山區","男","27",1579
"文山區","男","28",1680
"文山區","男","29",1662
"文山區","男","30",1529
"文山區","男","31",1608
"文山區","男","32",1512
"文山區","男","33",1659
"文山區","男","34",1497
"文山區","男","35",1590
"文山區","男","36",1538
"文山區","男","37",1486
"文山區","男","38",1610
"文山區","男","39",1818
"文山區","男","40",1873
"文山區","男","41",2104
"文山區","男","42",2029
"文山區","男","43",1999
"文山區","男","44",2015
"文山區","男","45",1950
"文山區","男","46",1712
"文山區","男","47",2147
"文山區","男","48",1784
"文山區","男","49",1834
"文山區","男","50",1802
"文山區","男","51",1779
"文山區","男","52",1880
"文山區","男","53",1984
"文山區","男","54",2042
"文山區","男","55",1898
"文山區","男","56",1861
"文山區","男","57",1964
"文山區","男","58",1985
"文山區","男","59",1927
"文山區","男","60",1905
"文山區","男","61",1865
"文山區","男","62",1821
"文山區","男","63",1814
"文山區","男","64",1679
"文山區","男","65",1721
"文山區","男","66",1626
"文山區","男","67",1696
"文山區","男","68",1668
"文山區","男","69",1531
"文山區","男","70",1479
"文山區","男","71",1504
"文山區","男","72",1397
"文山區","男","73",1215
"文山區","男","74",1078
"文山區","男","75",922
"文山區","男","76",814
"文山區","男","77",676
"文山區","男","78",492
"文山區","男","79",550
"文山區","男","80",551
"文山區","男","81",528
"文山區","男","82",454
"文山區","男","83",383
"文山區","男","84",311
"文山區","男","85",319
"文山區","男","86",260
"文山區","男","87",216
"文山區","男","88",167
"文山區","男","89",167
"文山區","男","90",151
"文山區","男","91",171
"文山區","男","92",159
"文山區","男","93",160
"文山區","男","94",98
"文山區","男","95",99
"文山區","男","96",68
"文山區","男","97",55
"文山區","男","98",38
"文山區","男","99",30
"文山區","男","100",55
"文山區","男","總計",123605
"文山區","女","0~4",3904
"文山區","女","5~9",5589
"文山區","女","10~14",5841
"文山區","女","15~19",5408
"文山區","女","20~24",6403
"文山區","女","25~29",7675
"文山區","女","30~34",7875
"文山區","女","35~39",9049
"文山區","女","40~44",11313
"文山區","女","45~49",11307
"文山區","女","50~54",11163
"文山區","女","55~59",11124
"文山區","女","60~64",10462
"文山區","女","65~69",9711
"文山區","女","70~74",8223
"文山區","女","75~79",4688
"文山區","女","80~84",3585
"文山區","女","85~89",2095
"文山區","女","90~94",928
"文山區","女","95~99",295
"文山區","女","0",710
"文山區","女","1",669
"文山區","女","2",802
"文山區","女","3",803
"文山區","女","4",920
"文山區","女","5",985
"文山區","女","6",1040
"文山區","女","7",1168
"文山區","女","8",1199
"文山區","女","9",1197
"文山區","女","10",1075
"文山區","女","11",1398
"文山區","女","12",1248
"文山區","女","13",999
"文山區","女","14",1121
"文山區","女","15",1083
"文山區","女","16",1140
"文山區","女","17",1089
"文山區","女","18",1033
"文山區","女","19",1063
"文山區","女","20",1048
"文山區","女","21",1261
"文山區","女","22",1200
"文山區","女","23",1452
"文山區","女","24",1442
"文山區","女","25",1327
"文山區","女","26",1530
"文山區","女","27",1548
"文山區","女","28",1670
"文山區","女","29",1600
"文山區","女","30",1592
"文山區","女","31",1536
"文山區","女","32",1450
"文山區","女","33",1713
"文山區","女","34",1584
"文山區","女","35",1858
"文山區","女","36",1681
"文山區","女","37",1680
"文山區","女","38",1895
"文山區","女","39",1935
"文山區","女","40",2110
"文山區","女","41",2265
"文山區","女","42",2264
"文山區","女","43",2304
"文山區","女","44",2370
"文山區","女","45",2313
"文山區","女","46",2117
"文山區","女","47",2537
"文山區","女","48",2195
"文山區","女","49",2145
"文山區","女","50",2183
"文山區","女","51",2077
"文山區","女","52",2267
"文山區","女","53",2301
"文山區","女","54",2335
"文山區","女","55",2335
"文山區","女","56",2231
"文山區","女","57",2208
"文山區","女","58",2105
"文山區","女","59",2245
"文山區","女","60",2191
"文山區","女","61",2123
"文山區","女","62",2071
"文山區","女","63",2064
"文山區","女","64",2013
"文山區","女","65",2117
"文山區","女","66",1948
"文山區","女","67",1968
"文山區","女","68",1892
"文山區","女","69",1786
"文山區","女","70",1792
"文山區","女","71",1774
"文山區","女","72",1721
"文山區","女","73",1495
"文山區","女","74",1441
"文山區","女","75",1229
"文山區","女","76",1115
"文山區","女","77",844
"文山區","女","78",726
"文山區","女","79",774
"文山區","女","80",824
"文山區","女","81",789
"文山區","女","82",687
"文山區","女","83",669
"文山區","女","84",616
"文山區","女","85",535
"文山區","女","86",465
"文山區","女","87",424
"文山區","女","88",382
"文山區","女","89",289
"文山區","女","90",283
"文山區","女","91",196
"文山區","女","92",169
"文山區","女","93",151
"文山區","女","94",129
"文山區","女","95",94
"文山區","女","96",75
"文山區","女","97",58
"文山區","女","98",33
"文山區","女","99",35
"文山區","女","100",55
"文山區","女","總計",136693
"南港區","計","0~4",3942
"南港區","計","5~9",4933
"南港區","計","10~14",4165
"南港區","計","15~19",4499
"南港區","計","20~24",5673
"南港區","計","25~29",6589
"南港區","計","30~34",7499
"南港區","計","35~39",8501
"南港區","計","40~44",10201
"南港區","計","45~49",9404
"南港區","計","50~54",8844
"南港區","計","55~59",8603
"南港區","計","60~64",8216
"南港區","計","65~69",7800
"南港區","計","70~74",6701
"南港區","計","75~79",3554
"南港區","計","80~84",2596
"南港區","計","85~89",1368
"南港區","計","90~94",603
"南港區","計","95~99",174
"南港區","計","0",707
"南港區","計","1",682
"南港區","計","2",780
"南港區","計","3",825
"南港區","計","4",948
"南港區","計","5",984
"南港區","計","6",971
"南港區","計","7",993
"南港區","計","8",1001
"南港區","計","9",984
"南港區","計","10",812
"南港區","計","11",902
"南港區","計","12",821
"南港區","計","13",764
"南港區","計","14",866
"南港區","計","15",874
"南港區","計","16",883
"南港區","計","17",869
"南港區","計","18",921
"南港區","計","19",952
"南港區","計","20",967
"南港區","計","21",1086
"南港區","計","22",1086
"南港區","計","23",1282
"南港區","計","24",1252
"南港區","計","25",1095
"南港區","計","26",1320
"南港區","計","27",1360
"南港區","計","28",1433
"南港區","計","29",1381
"南港區","計","30",1425
"南港區","計","31",1466
"南港區","計","32",1512
"南港區","計","33",1628
"南港區","計","34",1468
"南港區","計","35",1707
"南港區","計","36",1578
"南港區","計","37",1574
"南港區","計","38",1737
"南港區","計","39",1905
"南港區","計","40",1964
"南港區","計","41",2050
"南港區","計","42",2141
"南港區","計","43",1986
"南港區","計","44",2060
"南港區","計","45",2009
"南港區","計","46",1788
"南港區","計","47",2117
"南港區","計","48",1736
"南港區","計","49",1754
"南港區","計","50",1824
"南港區","計","51",1709
"南港區","計","52",1676
"南港區","計","53",1848
"南港區","計","54",1787
"南港區","計","55",1834
"南港區","計","56",1633
"南港區","計","57",1690
"南港區","計","58",1647
"南港區","計","59",1799
"南港區","計","60",1715
"南港區","計","61",1589
"南港區","計","62",1593
"南港區","計","63",1718
"南港區","計","64",1601
"南港區","計","65",1643
"南港區","計","66",1524
"南港區","計","67",1680
"南港區","計","68",1570
"南港區","計","69",1383
"南港區","計","70",1466
"南港區","計","71",1399
"南港區","計","72",1424
"南港區","計","73",1215
"南港區","計","74",1197
"南港區","計","75",944
"南港區","計","76",828
"南港區","計","77",609
"南港區","計","78",560
"南港區","計","79",613
"南港區","計","80",595
"南港區","計","81",573
"南港區","計","82",498
"南港區","計","83",507
"南港區","計","84",423
"南港區","計","85",379
"南港區","計","86",320
"南港區","計","87",255
"南港區","計","88",235
"南港區","計","89",179
"南港區","計","90",159
"南港區","計","91",141
"南港區","計","92",137
"南港區","計","93",99
"南港區","計","94",67
"南港區","計","95",68
"南港區","計","96",36
"南港區","計","97",36
"南港區","計","98",19
"南港區","計","99",15
"南港區","計","100",28
"南港區","計","總計",113893
"南港區","男","0~4",2054
"南港區","男","5~9",2591
"南港區","男","10~14",2132
"南港區","男","15~19",2385
"南港區","男","20~24",2925
"南港區","男","25~29",3279
"南港區","男","30~34",3693
"南港區","男","35~39",4119
"南港區","男","40~44",5000
"南港區","男","45~49",4563
"南港區","男","50~54",4218
"南港區","男","55~59",4108
"南港區","男","60~64",3844
"南港區","男","65~69",3630
"南港區","男","70~74",3002
"南港區","男","75~79",1576
"南港區","男","80~84",1024
"南港區","男","85~89",506
"南港區","男","90~94",230
"南港區","男","95~99",80
"南港區","男","0",374
"南港區","男","1",336
"南港區","男","2",403
"南港區","男","3",451
"南港區","男","4",490
"南港區","男","5",516
"南港區","男","6",541
"南港區","男","7",504
"南港區","男","8",520
"南港區","男","9",510
"南港區","男","10",436
"南港區","男","11",437
"南港區","男","12",437
"南港區","男","13",386
"南港區","男","14",436
"南港區","男","15",454
"南港區","男","16",453
"南港區","男","17",460
"南港區","男","18",504
"南港區","男","19",514
"南港區","男","20",486
"南港區","男","21",552
"南港區","男","22",565
"南港區","男","23",685
"南港區","男","24",637
"南港區","男","25",576
"南港區","男","26",674
"南港區","男","27",666
"南港區","男","28",699
"南港區","男","29",664
"南港區","男","30",681
"南港區","男","31",727
"南港區","男","32",775
"南港區","男","33",795
"南港區","男","34",715
"南港區","男","35",863
"南港區","男","36",798
"南港區","男","37",726
"南港區","男","38",812
"南港區","男","39",920
"南港區","男","40",963
"南港區","男","41",994
"南港區","男","42",1046
"南港區","男","43",996
"南港區","男","44",1001
"南港區","男","45",983
"南港區","男","46",858
"南港區","男","47",1086
"南港區","男","48",818
"南港區","男","49",818
"南港區","男","50",891
"南港區","男","51",787
"南港區","男","52",802
"南港區","男","53",885
"南港區","男","54",853
"南港區","男","55",842
"南港區","男","56",770
"南港區","男","57",821
"南港區","男","58",786
"南港區","男","59",889
"南港區","男","60",811
"南港區","男","61",733
"南港區","男","62",751
"南港區","男","63",812
"南港區","男","64",737
"南港區","男","65",734
"南港區","男","66",677
"南港區","男","67",779
"南港區","男","68",769
"南港區","男","69",671
"南港區","男","70",689
"南港區","男","71",628
"南港區","男","72",656
"南港區","男","73",521
"南港區","男","74",508
"南港區","男","75",424
"南港區","男","76",345
"南港區","男","77",284
"南港區","男","78",251
"南港區","男","79",272
"南港區","男","80",253
"南港區","男","81",239
"南港區","男","82",197
"南港區","男","83",182
"南港區","男","84",153
"南港區","男","85",140
"南港區","男","86",124
"南港區","男","87",96
"南港區","男","88",82
"南港區","男","89",64
"南港區","男","90",53
"南港區","男","91",53
"南港區","男","92",56
"南港區","男","93",33
"南港區","男","94",35
"南港區","男","95",27
"南港區","男","96",20
"南港區","男","97",17
"南港區","男","98",10
"南港區","男","99",6
"南港區","男","100",15
"南港區","男","總計",54974
"南港區","女","0~4",1888
"南港區","女","5~9",2342
"南港區","女","10~14",2033
"南港區","女","15~19",2114
"南港區","女","20~24",2748
"南港區","女","25~29",3310
"南港區","女","30~34",3806
"南港區","女","35~39",4382
"南港區","女","40~44",5201
"南港區","女","45~49",4841
"南港區","女","50~54",4626
"南港區","女","55~59",4495
"南港區","女","60~64",4372
"南港區","女","65~69",4170
"南港區","女","70~74",3699
"南港區","女","75~79",1978
"南港區","女","80~84",1572
"南港區","女","85~89",862
"南港區","女","90~94",373
"南港區","女","95~99",94
"南港區","女","0",333
"南港區","女","1",346
"南港區","女","2",377
"南港區","女","3",374
"南港區","女","4",458
"南港區","女","5",468
"南港區","女","6",430
"南港區","女","7",489
"南港區","女","8",481
"南港區","女","9",474
"南港區","女","10",376
"南港區","女","11",465
"南港區","女","12",384
"南港區","女","13",378
"南港區","女","14",430
"南港區","女","15",420
"南港區","女","16",430
"南港區","女","17",409
"南港區","女","18",417
"南港區","女","19",438
"南港區","女","20",481
"南港區","女","21",534
"南港區","女","22",521
"南港區","女","23",597
"南港區","女","24",615
"南港區","女","25",519
"南港區","女","26",646
"南港區","女","27",694
"南港區","女","28",734
"南港區","女","29",717
"南港區","女","30",744
"南港區","女","31",739
"南港區","女","32",737
"南港區","女","33",833
"南港區","女","34",753
"南港區","女","35",844
"南港區","女","36",780
"南港區","女","37",848
"南港區","女","38",925
"南港區","女","39",985
"南港區","女","40",1001
"南港區","女","41",1056
"南港區","女","42",1095
"南港區","女","43",990
"南港區","女","44",1059
"南港區","女","45",1026
"南港區","女","46",930
"南港區","女","47",1031
"南港區","女","48",918
"南港區","女","49",936
"南港區","女","50",933
"南港區","女","51",922
"南港區","女","52",874
"南港區","女","53",963
"南港區","女","54",934
"南港區","女","55",992
"南港區","女","56",863
"南港區","女","57",869
"南港區","女","58",861
"南港區","女","59",910
"南港區","女","60",904
"南港區","女","61",856
"南港區","女","62",842
"南港區","女","63",906
"南港區","女","64",864
"南港區","女","65",909
"南港區","女","66",847
"南港區","女","67",901
"南港區","女","68",801
"南港區","女","69",712
"南港區","女","70",777
"南港區","女","71",771
"南港區","女","72",768
"南港區","女","73",694
"南港區","女","74",689
"南港區","女","75",520
"南港區","女","76",483
"南港區","女","77",325
"南港區","女","78",309
"南港區","女","79",341
"南港區","女","80",342
"南港區","女","81",334
"南港區","女","82",301
"南港區","女","83",325
"南港區","女","84",270
"南港區","女","85",239
"南港區","女","86",196
"南港區","女","87",159
"南港區","女","88",153
"南港區","女","89",115
"南港區","女","90",106
"南港區","女","91",88
"南港區","女","92",81
"南港區","女","93",66
"南港區","女","94",32
"南港區","女","95",41
"南港區","女","96",16
"南港區","女","97",19
"南港區","女","98",9
"南港區","女","99",9
"南港區","女","100",13
"南港區","女","總計",58919
"內湖區","計","0~4",10201
"內湖區","計","5~9",13978
"內湖區","計","10~14",13096
"內湖區","計","15~19",11476
"內湖區","計","20~24",13085
"內湖區","計","25~29",16508
"內湖區","計","30~34",18898
"內湖區","計","35~39",20894
"內湖區","計","40~44",24762
"內湖區","計","45~49",21626
"內湖區","計","50~54",19579
"內湖區","計","55~59",20425
"內湖區","計","60~64",21456
"內湖區","計","65~69",20307
"內湖區","計","70~74",14527
"內湖區","計","75~79",6769
"內湖區","計","80~84",4254
"內湖區","計","85~89",2498
"內湖區","計","90~94",1337
"內湖區","計","95~99",414
"內湖區","計","0",1823
"內湖區","計","1",1769
"內湖區","計","2",2075
"內湖區","計","3",2176
"內湖區","計","4",2358
"內湖區","計","5",2524
"內湖區","計","6",2580
"內湖區","計","7",2899
"內湖區","計","8",3012
"內湖區","計","9",2963
"內湖區","計","10",2672
"內湖區","計","11",3135
"內湖區","計","12",2663
"內湖區","計","13",2198
"內湖區","計","14",2428
"內湖區","計","15",2330
"內湖區","計","16",2397
"內湖區","計","17",2341
"內湖區","計","18",2141
"內湖區","計","19",2267
"內湖區","計","20",2158
"內湖區","計","21",2436
"內湖區","計","22",2452
"內湖區","計","23",3138
"內湖區","計","24",2901
"內湖區","計","25",2737
"內湖區","計","26",3330
"內湖區","計","27",3382
"內湖區","計","28",3571
"內湖區","計","29",3488
"內湖區","計","30",3694
"內湖區","計","31",3678
"內湖區","計","32",3713
"內湖區","計","33",3999
"內湖區","計","34",3814
"內湖區","計","35",4303
"內湖區","計","36",3927
"內湖區","計","37",3794
"內湖區","計","38",4358
"內湖區","計","39",4512
"內湖區","計","40",4806
"內湖區","計","41",4961
"內湖區","計","42",5035
"內湖區","計","43",4916
"內湖區","計","44",5044
"內湖區","計","45",4675
"內湖區","計","46",4208
"內湖區","計","47",4812
"內湖區","計","48",4063
"內湖區","計","49",3868
"內湖區","計","50",3794
"內湖區","計","51",3698
"內湖區","計","52",3912
"內湖區","計","53",4057
"內湖區","計","54",4118
"內湖區","計","55",4045
"內湖區","計","56",3975
"內湖區","計","57",3945
"內湖區","計","58",4160
"內湖區","計","59",4300
"內湖區","計","60",4379
"內湖區","計","61",4335
"內湖區","計","62",4256
"內湖區","計","63",4244
"內湖區","計","64",4242
"內湖區","計","65",4315
"內湖區","計","66",4079
"內湖區","計","67",4235
"內湖區","計","68",4027
"內湖區","計","69",3651
"內湖區","計","70",3441
"內湖區","計","71",3252
"內湖區","計","72",2989
"內湖區","計","73",2538
"內湖區","計","74",2307
"內湖區","計","75",1895
"內湖區","計","76",1593
"內湖區","計","77",1216
"內湖區","計","78",989
"內湖區","計","79",1076
"內湖區","計","80",1027
"內湖區","計","81",871
"內湖區","計","82",841
"內湖區","計","83",785
"內湖區","計","84",730
"內湖區","計","85",652
"內湖區","計","86",531
"內湖區","計","87",518
"內湖區","計","88",459
"內湖區","計","89",338
"內湖區","計","90",343
"內湖區","計","91",296
"內湖區","計","92",269
"內湖區","計","93",234
"內湖區","計","94",195
"內湖區","計","95",144
"內湖區","計","96",111
"內湖區","計","97",71
"內湖區","計","98",51
"內湖區","計","99",37
"內湖區","計","100",83
"內湖區","計","總計",276173
"內湖區","男","0~4",5172
"內湖區","男","5~9",7187
"內湖區","男","10~14",6684
"內湖區","男","15~19",5997
"內湖區","男","20~24",6768
"內湖區","男","25~29",8393
"內湖區","男","30~34",9228
"內湖區","男","35~39",9732
"內湖區","男","40~44",11641
"內湖區","男","45~49",9890
"內湖區","男","50~54",8858
"內湖區","男","55~59",9114
"內湖區","男","60~64",9545
"內湖區","男","65~69",9346
"內湖區","男","70~74",6759
"內湖區","男","75~79",3065
"內湖區","男","80~84",1623
"內湖區","男","85~89",799
"內湖區","男","90~94",527
"內湖區","男","95~99",198
"內湖區","男","0",930
"內湖區","男","1",893
"內湖區","男","2",1026
"內湖區","男","3",1130
"內湖區","男","4",1193
"內湖區","男","5",1305
"內湖區","男","6",1297
"內湖區","男","7",1519
"內湖區","男","8",1594
"內湖區","男","9",1472
"內湖區","男","10",1360
"內湖區","男","11",1594
"內湖區","男","12",1378
"內湖區","男","13",1122
"內湖區","男","14",1230
"內湖區","男","15",1260
"內湖區","男","16",1222
"內湖區","男","17",1181
"內湖區","男","18",1138
"內湖區","男","19",1196
"內湖區","男","20",1112
"內湖區","男","21",1287
"內湖區","男","22",1250
"內湖區","男","23",1596
"內湖區","男","24",1523
"內湖區","男","25",1446
"內湖區","男","26",1686
"內湖區","男","27",1686
"內湖區","男","28",1804
"內湖區","男","29",1771
"內湖區","男","30",1805
"內湖區","男","31",1795
"內湖區","男","32",1830
"內湖區","男","33",1992
"內湖區","男","34",1806
"內湖區","男","35",1980
"內湖區","男","36",1857
"內湖區","男","37",1714
"內湖區","男","38",2050
"內湖區","男","39",2131
"內湖區","男","40",2233
"內湖區","男","41",2403
"內湖區","男","42",2335
"內湖區","男","43",2324
"內湖區","男","44",2346
"內湖區","男","45",2151
"內湖區","男","46",1905
"內湖區","男","47",2185
"內湖區","男","48",1892
"內湖區","男","49",1757
"內湖區","男","50",1797
"內湖區","男","51",1632
"內湖區","男","52",1735
"內湖區","男","53",1836
"內湖區","男","54",1858
"內湖區","男","55",1846
"內湖區","男","56",1744
"內湖區","男","57",1733
"內湖區","男","58",1856
"內湖區","男","59",1935
"內湖區","男","60",1972
"內湖區","男","61",1897
