"district","sex","age_category","population"
"中山區","計","76",1941
"中山區","計","77",1500
"中山區","計","78",1061
"中山區","計","79",1312
"中山區","計","80",1250
"中山區","計","81",1156
"中山區","計","82",1112
"中山區","計","83",1012
"中山區","計","84",917
"中山區","計","85",818
"中山區","計","86",743
"中山區","計","87",595
"中山區","計","88",589
"中山區","計","89",529
"中山區","計","90",393
"中山區","計","91",356
"中山區","計","92",310
"中山區","計","93",254
"中山區","計","94",199
"中山區","計","95",164
"中山區","計","96",121
"中山區","計","97",75
"中山區","計","98",59
"中山區","計","99",47
"中山區","計","100",66
"中山區","計","總計",216359
"中山區","男","0~4",3608
"中山區","男","5~9",4422
"中山區","男","10~14",4222
"中山區","男","15~19",4000
"中山區","男","20~24",4598
"中山區","男","25~29",5733
"中山區","男","30~34",6473
"中山區","男","35~39",6836
"中山區","男","40~44",8317
"中山區","男","45~49",7531
"中山區","男","50~54",7260
"中山區","男","55~59",7362
"中山區","男","60~64",7563
"中山區","男","65~69",7221
"中山區","男","70~74",6384
"中山區","男","75~79",3546
"中山區","男","80~84",2262
"中山區","男","85~89",1222
"中山區","男","90~94",584
"中山區","男","95~99",187
"中山區","男","0",678
"中山區","男","1",639
"中山區","男","2",738
"中山區","男","3",742
"中山區","男","4",811
"中山區","男","5",841
"中山區","男","6",840
"中山區","男","7",916
"中山區","男","8",878
"中山區","男","9",947
"中山區","男","10",807
"中山區","男","11",969
"中山區","男","12",920
"中山區","男","13",705
"中山區","男","14",821
"中山區","男","15",791
"中山區","男","16",826
"中山區","男","17",831
"中山區","男","18",782
"中山區","男","19",770
"中山區","男","20",810
"中山區","男","21",827
"中山區","男","22",869
"中山區","男","23",1063
"中山區","男","24",1029
"中山區","男","25",970
"中山區","男","26",1175
"中山區","男","27",1130
"中山區","男","28",1206
"中山區","男","29",1252
"中山區","男","30",1278
"中山區","男","31",1274
"中山區","男","32",1307
"中山區","男","33",1364
"中山區","男","34",1250
"中山區","男","35",1363
"中山區","男","36",1280
"中山區","男","37",1245
"中山區","男","38",1439
"中山區","男","39",1509
"中山區","男","40",1527
"中山區","男","41",1651
"中山區","男","42",1705
"中山區","男","43",1758
"中山區","男","44",1676
"中山區","男","45",1640
"中山區","男","46",1446
"中山區","男","47",1699
"中山區","男","48",1368
"中山區","男","49",1378
"中山區","男","50",1472
"中山區","男","51",1426
"中山區","男","52",1397
"中山區","男","53",1534
"中山區","男","54",1431
"中山區","男","55",1482
"中山區","男","56",1399
"中山區","男","57",1480
"中山區","男","58",1484
"中山區","男","59",1517
"中山區","男","60",1573
"中山區","男","61",1477
"中山區","男","62",1508
"中山區","男","63",1549
"中山區","男","64",1456
"中山區","男","65",1517
"中山區","男","66",1396
"中山區","男","67",1432
"中山區","男","68",1461
"中山區","男","69",1415
"中山區","男","70",1333
"中山區","男","71",1329
"中山區","男","72",1370
"中山區","男","73",1229
"中山區","男","74",1123
"中山區","男","75",954
"中山區","男","76",867
"中山區","男","77",697
"中山區","男","78",469
"中山區","男","79",559
"中山區","男","80",542
"中山區","男","81",475
"中山區","男","82",464
"中山區","男","83",398
"中山區","男","84",383
"中山區","男","85",342
"中山區","男","86",265
"中山區","男","87",206
"中山區","男","88",219
"中山區","男","89",190
"中山區","男","90",154
"中山區","男","91",124
"中山區","男","92",123
"中山區","男","93",107
"中山區","男","94",76
"中山區","男","95",59
"中山區","男","96",54
"中山區","男","97",29
"中山區","男","98",27
"中山區","男","99",18
"中山區","男","100",27
"中山區","男","總計",99358
"中山區","女","0~4",3387
"中山區","女","5~9",4273
"中山區","女","10~14",4033
"中山區","女","15~19",3877
"中山區","女","20~24",4488
"中山區","女","25~29",5824
"中山區","女","30~34",6788
"中山區","女","35~39",8077
"中山區","女","40~44",9913
"中山區","女","45~49",9342
"中山區","女","50~54",9119
"中山區","女","55~59",9465
"中山區","女","60~64",9675
"中山區","女","65~69",9625
"中山區","女","70~74",8240
"中山區","女","75~79",4392
"中山區","女","80~84",3185
"中山區","女","85~89",2052
"中山區","女","90~94",928
"中山區","女","95~99",279
"中山區","女","0",658
"中山區","女","1",580
"中山區","女","2",659
"中山區","女","3",702
"中山區","女","4",788
"中山區","女","5",799
"中山區","女","6",835
"中山區","女","7",859
"中山區","女","8",872
"中山區","女","9",908
"中山區","女","10",823
"中山區","女","11",923
"中山區","女","12",814
"中山區","女","13",708
"中山區","女","14",765
"中山區","女","15",781
"中山區","女","16",787
"中山區","女","17",795
"中山區","女","18",742
"中山區","女","19",772
"中山區","女","20",778
"中山區","女","21",831
"中山區","女","22",910
"中山區","女","23",974
"中山區","女","24",995
"中山區","女","25",947
"中山區","女","26",1176
"中山區","女","27",1261
"中山區","女","28",1228
"中山區","女","29",1212
"中山區","女","30",1316
"中山區","女","31",1288
"中山區","女","32",1341
"中山區","女","33",1473
"中山區","女","34",1370
"中山區","女","35",1651
"中山區","女","36",1480
"中山區","女","37",1501
"中山區","女","38",1670
"中山區","女","39",1775
"中山區","女","40",1901
"中山區","女","41",1963
"中山區","女","42",2082
"中山區","女","43",1928
"中山區","女","44",2039
"中山區","女","45",1925
"中山區","女","46",1777
"中山區","女","47",2089
"中山區","女","48",1750
"中山區","女","49",1801
"中山區","女","50",1781
"中山區","女","51",1845
"中山區","女","52",1744
"中山區","女","53",1871
"中山區","女","54",1878
"中山區","女","55",1932
"中山區","女","56",1874
"中山區","女","57",1862
"中山區","女","58",1911
"中山區","女","59",1886
"中山區","女","60",1965
"中山區","女","61",1949
"中山區","女","62",1870
"中山區","女","63",1927
"中山區","女","64",1964
"中山區","女","65",1954
"中山區","女","66",1905
"中山區","女","67",1915
"中山區","女","68",2013
"中山區","女","69",1838
"中山區","女","70",1804
"中山區","女","71",1758
"中山區","女","72",1731
"中山區","女","73",1488
"中山區","女","74",1459
"中山區","女","75",1170
"中山區","女","76",1074
"中山區","女","77",803
"中山區","女","78",592
"中山區","女","79",753
"中山區","女","80",708
"中山區","女","81",681
"中山區","女","82",648
"中山區","女","83",614
"中山區","女","84",534
"中山區","女","85",476
"中山區","女","86",478
"中山區","女","87",389
"中山區","女","88",370
"中山區","女","89",339
"中山區","女","90",239
"中山區","女","91",232
"中山區","女","92",187
"中山區","女","93",147
"中山區","女","94",123
"中山區","女","95",105
"中山區","女","96",67
"中山區","女","97",46
"中山區","女","98",32
"中山區","女","99",29
"中山區","女","100",39
"中山區","女","總計",117001
"中正區","計","0~4",5230
"中正區","計","5~9",8865
"中正區","計","10~14",9347
"中正區","計","15~19",6184
"中正區","計","20~24",6177
"中正區","計","25~29",7320
"中正區","計","30~34",7899
"中正區","計","35~39",9873
"中正區","計","40~44",13160
"中正區","計","45~49",12723
"中正區","計","50~54",10447
"中正區","計","55~59",10098
"中正區","計","60~64",10142
"中正區","計","65~69",10120
"中正區","計","70~74",9209
"中正區","計","75~79",5484
"中正區","計","80~84",3777
"中正區","計","85~89",2426
"中正區","計","90~94",1193
"中正區","計","95~99",382
"中正區","計","0",841
"中正區","計","1",835
"中正區","計","2",1123
"中正區","計","3",1125
"中正區","計","4",1306
"中正區","計","5",1491
"中正區","計","6",1601
"中正區","計","7",1787
"中正區","計","8",1920
"中正區","計","9",2066
"中正區","計","10",1891
"中正區","計","11",2394
"中正區","計","12",2008
"中正區","計","13",1512
"中正區","計","14",1542
"中正區","計","15",1378
"中正區","計","16",1356
"中正區","計","17",1255
"中正區","計","18",1082
"中正區","計","19",1113
"中正區","計","20",1111
"中正區","計","21",1165
"中正區","計","22",1176
"中正區","計","23",1424
"中正區","計","24",1301
"中正區","計","25",1284
"中正區","計","26",1468
"中正區","計","27",1481
"中正區","計","28",1601
"中正區","計","29",1486
"中正區","計","30",1497
"中正區","計","31",1518
"中正區","計","32",1548
"中正區","計","33",1723
"中正區","計","34",1613
"中正區","計","35",1863
"中正區","計","36",1815
"中正區","計","37",1759
"中正區","計","38",2069
"中正區","計","39",2367
"中正區","計","40",2374
"中正區","計","41",2585
"中正區","計","42",2715
"中正區","計","43",2690
"中正區","計","44",2796
"中正區","計","45",2788
"中正區","計","46",2509
"中正區","計","47",2966
"中正區","計","48",2321
"中正區","計","49",2139
"中正區","計","50",2093
"中正區","計","51",2117
"中正區","計","52",2092
"中正區","計","53",2093
"中正區","計","54",2052
"中正區","計","55",2090
"中正區","計","56",1889
"中正區","計","57",2028
"中正區","計","58",2004
"中正區","計","59",2087
"中正區","計","60",2047
"中正區","計","61",1996
"中正區","計","62",1971
"中正區","計","63",2078
"中正區","計","64",2050
"中正區","計","65",2102
"中正區","計","66",1943
"中正區","計","67",2049
"中正區","計","68",2028
"中正區","計","69",1998
"中正區","計","70",1917
"中正區","計","71",1907
"中正區","計","72",1970
"中正區","計","73",1714
"中正區","計","74",1701
"中正區","計","75",1430
"中正區","計","76",1340
"中正區","計","77",1039
"中正區","計","78",823
"中正區","計","79",852
"中正區","計","80",862
"中正區","計","81",762
"中正區","計","82",788
"中正區","計","83",742
"中正區","計","84",623
"中正區","計","85",598
"中正區","計","86",541
"中正區","計","87",486
"中正區","計","88",425
"中正區","計","89",376
"中正區","計","90",321
"中正區","計","91",284
"中正區","計","92",251
"中正區","計","93",204
"中正區","計","94",133
"中正區","計","95",131
"中正區","計","96",95
"中正區","計","97",78
"中正區","計","98",44
"中正區","計","99",34
"中正區","計","100",98
"中正區","計","總計",150154
"中正區","男","0~4",2668
"中正區","男","5~9",4596
"中正區","男","10~14",4845
"中正區","男","15~19",3225
"中正區","男","20~24",3167
"中正區","男","25~29",3732
"中正區","男","30~34",3814
"中正區","男","35~39",4421
"中正區","男","40~44",5892
"中正區","男","45~49",5867
"中正區","男","50~54",4803
"中正區","男","55~59",4592
"中正區","男","60~64",4676
"中正區","男","65~69",4693
"中正區","男","70~74",4129
"中正區","男","75~79",2513
"中正區","男","80~84",1622
"中正區","男","85~89",932
"中正區","男","90~94",456
"中正區","男","95~99",181
"中正區","男","0",430
"中正區","男","1",451
"中正區","男","2",556
"中正區","男","3",588
"中正區","男","4",643
"中正區","男","5",760
"中正區","男","6",852
"中正區","男","7",923
"中正區","男","8",1000
"中正區","男","9",1061
"中正區","男","10",960
"中正區","男","11",1205
"中正區","男","12",1085
"中正區","男","13",810
"中正區","男","14",785
"中正區","男","15",738
"中正區","男","16",710
"中正區","男","17",658
"中正區","男","18",563
"中正區","男","19",556
"中正區","男","20",573
"中正區","男","21",569
"中正區","男","22",592
"中正區","男","23",751
"中正區","男","24",682
"中正區","男","25",627
"中正區","男","26",748
"中正區","男","27",788
"中正區","男","28",824
"中正區","男","29",745
"中正區","男","30",710
"中正區","男","31",734
"中正區","男","32",784
"中正區","男","33",828
"中正區","男","34",758
"中正區","男","35",847
"中正區","男","36",768
"中正區","男","37",783
"中正區","男","38",948
"中正區","男","39",1075
"中正區","男","40",1054
"中正區","男","41",1137
"中正區","男","42",1187
"中正區","男","43",1212
"中正區","男","44",1302
"中正區","男","45",1282
"中正區","男","46",1147
"中正區","男","47",1363
"中正區","男","48",1046
"中正區","男","49",1029
"中正區","男","50",948
"中正區","男","51",977
"中正區","男","52",973
"中正區","男","53",988
"中正區","男","54",917
"中正區","男","55",944
"中正區","男","56",864
"中正區","男","57",904
"中正區","男","58",919
"中正區","男","59",961
"中正區","男","60",929
"中正區","男","61",959
"中正區","男","62",862
"中正區","男","63",980
"中正區","男","64",946
"中正區","男","65",985
"中正區","男","66",895
"中正區","男","67",948
"中正區","男","68",948
"中正區","男","69",917
"中正區","男","70",900
"中正區","男","71",849
"中正區","男","72",868
"中正區","男","73",749
"中正區","男","74",763
"中正區","男","75",672
"中正區","男","76",613
"中正區","男","77",481
"中正區","男","78",370
"中正區","男","79",377
"中正區","男","80",363
"中正區","男","81",352
"中正區","男","82",331
"中正區","男","83",300
"中正區","男","84",276
"中正區","男","85",222
"中正區","男","86",206
"中正區","男","87",197
"中正區","男","88",171
"中正區","男","89",136
"中正區","男","90",120
"中正區","男","91",103
"中正區","男","92",100
"中正區","男","93",84
"中正區","男","94",49
"中正區","男","95",65
"中正區","男","96",46
"中正區","男","97",33
"中正區","男","98",18
"中正區","男","99",19
"中正區","男","100",44
"中正區","男","總計",70868
"中正區","女","0~4",2562
"中正區","女","5~9",4269
"中正區","女","10~14",4502
"中正區","女","15~19",2959
"中正區","女","20~24",3010
"中正區","女","25~29",3588
"中正區","女","30~34",4085
"中正區","女","35~39",5452
"中正區","女","40~44",7268
"中正區","女","45~49",6856
"中正區","女","50~54",5644
"中正區","女","55~59",5506
"中正區","女","60~64",5466
"中正區","女","65~69",5427
"中正區","女","70~74",5080
"中正區","女","75~79",2971
"中正區","女","80~84",2155
"中正區","女","85~89",1494
"中正區","女","90~94",737
"中正區","女","95~99",201
"中正區","女","0",411
"中正區","女","1",384
"中正區","女","2",567
"中正區","女","3",537
"中正區","女","4",663
"中正區","女","5",731
"中正區","女","6",749
"中正區","女","7",864
"中正區","女","8",920
"中正區","女","9",1005
"中正區","女","10",931
"中正區","女","11",1189
"中正區","女","12",923
"中正區","女","13",702
"中正區","女","14",757
"中正區","女","15",640
"中正區","女","16",646
"中正區","女","17",597
"中正區","女","18",519
"中正區","女","19",557
"中正區","女","20",538
"中正區","女","21",596
"中正區","女","22",584
"中正區","女","23",673
"中正區","女","24",619
"中正區","女","25",657
"中正區","女","26",720
"中正區","女","27",693
"中正區","女","28",777
"中正區","女","29",741
"中正區","女","30",787
"中正區","女","31",784
"中正區","女","32",764
"中正區","女","33",895
"中正區","女","34",855
"中正區","女","35",1016
"中正區","女","36",1047
"中正區","女","37",976
"中正區","女","38",1121
"中正區","女","39",1292
"中正區","女","40",1320
"中正區","女","41",1448
"中正區","女","42",1528
"中正區","女","43",1478
"中正區","女","44",1494
"中正區","女","45",1506
"中正區","女","46",1362
"中正區","女","47",1603
"中正區","女","48",1275
"中正區","女","49",1110
"中正區","女","50",1145
"中正區","女","51",1140
"中正區","女","52",1119
"中正區","女","53",1105
"中正區","女","54",1135
"中正區","女","55",1146
"中正區","女","56",1025
"中正區","女","57",1124
"中正區","女","58",1085
"中正區","女","59",1126
"中正區","女","60",1118
"中正區","女","61",1037
"中正區","女","62",1109
"中正區","女","63",1098
"中正區","女","64",1104
"中正區","女","65",1117
"中正區","女","66",1048
"中正區","女","67",1101
"中正區","女","68",1080
"中正區","女","69",1081
"中正區","女","70",1017
"中正區","女","71",1058
"中正區","女","72",1102
"中正區","女","73",965
"中正區","女","74",938
"中正區","女","75",758
"中正區","女","76",727
"中正區","女","77",558
"中正區","女","78",453
"中正區","女","79",475
"中正區","女","80",499
"中正區","女","81",410
"中正區","女","82",457
"中正區","女","83",442
"中正區","女","84",347
"中正區","女","85",376
"中正區","女","86",335
"中正區","女","87",289
"中正區","女","88",254
"中正區","女","89",240
"中正區","女","90",201
"中正區","女","91",181
"中正區","女","92",151
"中正區","女","93",120
"中正區","女","94",84
"中正區","女","95",66
"中正區","女","96",49
"中正區","女","97",45
"中正區","女","98",26
"中正區","女","99",15
"中正區","女","100",54
"中正區","女","總計",79286
"大同區","計","0~4",4005
"大同區","計","5~9",5035
"大同區","計","10~14",5190
"大同區","計","15~19",4627
"大同區","計","20~24",5351
"大同區","計","25~29",6626
"大同區","計","30~34",7430
"大同區","計","35~39",8560
"大同區","計","40~44",10528
"大同區","計","45~49",9703
"大同區","計","50~54",8639
"大同區","計","55~59",8800
"大同區","計","60~64",8911
"大同區","計","65~69",8854
"大同區","計","70~74",7582
"大同區","計","75~79",4084
"大同區","計","80~84",3106
"大同區","計","85~89",1947
"大同區","計","90~94",752
"大同區","計","95~99",196
"大同區","計","0",793
"大同區","計","1",651
"大同區","計","2",793
"大同區","計","3",837
"大同區","計","4",931
"大同區","計","5",924
"大同區","計","6",993
"大同區","計","7",1037
"大同區","計","8",1037
"大同區","計","9",1044
"大同區","計","10",966
"大同區","計","11",1278
"大同區","計","12",1078
"大同區","計","13",860
"大同區","計","14",1008
"大同區","計","15",934
"大同區","計","16",954
"大同區","計","17",956
"大同區","計","18",888
"大同區","計","19",895
"大同區","計","20",936
"大同區","計","21",1031
"大同區","計","22",986
"大同區","計","23",1219
"大同區","計","24",1179
"大同區","計","25",1097
"大同區","計","26",1325
"大同區","計","27",1342
"大同區","計","28",1431
"大同區","計","29",1431
"大同區","計","30",1369
"大同區","計","31",1477
"大同區","計","32",1467
"大同區","計","33",1595
"大同區","計","34",1522
"大同區","計","35",1836
"大同區","計","36",1588
"大同區","計","37",1491
"大同區","計","38",1706
"大同區","計","39",1939
"大同區","計","40",1971
"大同區","計","41",2092
"大同區","計","42",2202
"大同區","計","43",2121
"大同區","計","44",2142
"大同區","計","45",2081
"大同區","計","46",1973
"大同區","計","47",2176
"大同區","計","48",1739
"大同區","計","49",1734
"大同區","計","50",1670
"大同區","計","51",1675
"大同區","計","52",1732
"大同區","計","53",1801
"大同區","計","54",1761
"大同區","計","55",1747
"大同區","計","56",1709
"大同區","計","57",1791
"大同區","計","58",1746
"大同區","計","59",1807
"大同區","計","60",1818
"大同區","計","61",1863
"大同區","計","62",1717
"大同區","計","63",1776
"大同區","計","64",1737
"大同區","計","65",1874
"大同區","計","66",1728
"大同區","計","67",1807
"大同區","計","68",1747
"大同區","計","69",1698
"大同區","計","70",1638
"大同區","計","71",1659
"大同區","計","72",1604
"大同區","計","73",1409
"大同區","計","74",1272
"大同區","計","75",1090
"大同區","計","76",939
"大同區","計","77",754
"大同區","計","78",599
"大同區","計","79",702
"大同區","計","80",667
"大同區","計","81",703
"大同區","計","82",572
"大同區","計","83",603
"大同區","計","84",561
"大同區","計","85",514
"大同區","計","86",443
"大同區","計","87",370
"大同區","計","88",344
"大同區","計","89",276
"大同區","計","90",221
"大同區","計","91",187
"大同區","計","92",146
"大同區","計","93",111
"大同區","計","94",87
"大同區","計","95",60
"大同區","計","96",61
"大同區","計","97",30
"大同區","計","98",27
"大同區","計","99",18
"大同區","計","100",31
"大同區","計","總計",119957
"大同區","男","0~4",2080
"大同區","男","5~9",2554
"大同區","男","10~14",2691
"大同區","男","15~19",2390
"大同區","男","20~24",2748
"大同區","男","25~29",3343
"大同區","男","30~34",3611
"大同區","男","35~39",4016
"大同區","男","40~44",4955
"大同區","男","45~49",4633
"大同區","男","50~54",4080
"大同區","男","55~59",4261
"大同區","男","60~64",4242
"大同區","男","65~69",4130
"大同區","男","70~74",3544
"大同區","男","75~79",1865
"大同區","男","80~84",1279
"大同區","男","85~89",745
"大同區","男","90~94",249
"大同區","男","95~99",60
"大同區","男","0",397
"大同區","男","1",348
"大同區","男","2",404
"大同區","男","3",445
"大同區","男","4",486
"大同區","男","5",447
"大同區","男","6",534
"大同區","男","7",549
"大同區","男","8",521
"大同區","男","9",503
"大同區","男","10",496
"大同區","男","11",657
"大同區","男","12",552
"大同區","男","13",469
"大同區","男","14",517
"大同區","男","15",459
"大同區","男","16",507
"大同區","男","17",502
"大同區","男","18",449
"大同區","男","19",473
"大同區","男","20",469
"大同區","男","21",558
"大同區","男","22",492
"大同區","男","23",625
"大同區","男","24",604
"大同區","男","25",562
"大同區","男","26",671
"大同區","男","27",656
"大同區","男","28",729
"大同區","男","29",725
"大同區","男","30",658
"大同區","男","31",747
"大同區","男","32",729
"大同區","男","33",738
"大同區","男","34",739
"大同區","男","35",918
"大同區","男","36",726
"大同區","男","37",698
"大同區","男","38",772
"大同區","男","39",902
"大同區","男","40",937
"大同區","男","41",959
"大同區","男","42",1049
"大同區","男","43",994
"大同區","男","44",1016
"大同區","男","45",997
"大同區","男","46",935
"大同區","男","47",1060
"大同區","男","48",837
"大同區","男","49",804
"大同區","男","50",843
"大同區","男","51",800
"大同區","男","52",799
"大同區","男","53",836
"大同區","男","54",802
"大同區","男","55",867
"大同區","男","56",829
"大同區","男","57",845
"大同區","男","58",873
"大同區","男","59",847
"大同區","男","60",871
"大同區","男","61",864
"大同區","男","62",817
"大同區","男","63",843
"大同區","男","64",847
"大同區","男","65",880
"大同區","男","66",788
"大同區","男","67",868
"大同區","男","68",815
"大同區","男","69",779
"大同區","男","70",771
"大同區","男","71",785
"大同區","男","72",751
"大同區","男","73",625
"大同區","男","74",612
"大同區","男","75",525
"大同區","男","76",423
"大同區","男","77",374
"大同區","男","78",250
"大同區","男","79",293
"大同區","男","80",282
"大同區","男","81",308
"大同區","男","82",229
"大同區","男","83",252
"大同區","男","84",208
"大同區","男","85",203
"大同區","男","86",160
"大同區","男","87",140
"大同區","男","88",132
"大同區","男","89",110
"大同區","男","90",79
"大同區","男","91",58
"大同區","男","92",44
"大同區","男","93",39
"大同區","男","94",29
"大同區","男","95",15
"大同區","男","96",22
"大同區","男","97",11
"大同區","男","98",7
"大同區","男","99",5
"大同區","男","100",13
"大同區","男","總計",57489
"大同區","女","0~4",1925
"大同區","女","5~9",2481
"大同區","女","10~14",2499
"大同區","女","15~19",2237
"大同區","女","20~24",2603
"大同區","女","25~29",3283
"大同區","女","30~34",3819
"大同區","女","35~39",4544
"大同區","女","40~44",5573
"大同區","女","45~49",5070
"大同區","女","50~54",4559
"大同區","女","55~59",4539
"大同區","女","60~64",4669
"大同區","女","65~69",4724
"大同區","女","70~74",4038
"大同區","女","75~79",2219
"大同區","女","80~84",1827
"大同區","女","85~89",1202
"大同區","女","90~94",503
"大同區","女","95~99",136
"大同區","女","0",396
"大同區","女","1",303
"大同區","女","2",389
"大同區","女","3",392
"大同區","女","4",445
"大同區","女","5",477
"大同區","女","6",459
"大同區","女","7",488
"大同區","女","8",516
"大同區","女","9",541
"大同區","女","10",470
"大同區","女","11",621
"大同區","女","12",526
"大同區","女","13",391
"大同區","女","14",491
"大同區","女","15",475
"大同區","女","16",447
"大同區","女","17",454
"大同區","女","18",439
"大同區","女","19",422
"大同區","女","20",467
"大同區","女","21",473
"大同區","女","22",494
"大同區","女","23",594
"大同區","女","24",575
"大同區","女","25",535
"大同區","女","26",654
"大同區","女","27",686
"大同區","女","28",702
"大同區","女","29",706
"大同區","女","30",711
"大同區","女","31",730
"大同區","女","32",738
"大同區","女","33",857
"大同區","女","34",783
"大同區","女","35",918
"大同區","女","36",862
"大同區","女","37",793
"大同區","女","38",934
"大同區","女","39",1037
"大同區","女","40",1034
"大同區","女","41",1133
"大同區","女","42",1153
"大同區","女","43",1127
"大同區","女","44",1126
"大同區","女","45",1084
"大同區","女","46",1038
"大同區","女","47",1116
"大同區","女","48",902
"大同區","女","49",930
"大同區","女","50",827
"大同區","女","51",875
"大同區","女","52",933
"大同區","女","53",965
"大同區","女","54",959
"大同區","女","55",880
"大同區","女","56",880
"大同區","女","57",946
"大同區","女","58",873
"大同區","女","59",960
"大同區","女","60",947
"大同區","女","61",999
"大同區","女","62",900
"大同區","女","63",933
"大同區","女","64",890
"大同區","女","65",994
"大同區","女","66",940
"大同區","女","67",939
"大同區","女","68",932
"大同區","女","69",919
"大同區","女","70",867
"大同區","女","71",874
"大同區","女","72",853
"大同區","女","73",784
"大同區","女","74",660
"大同區","女","75",565
"大同區","女","76",516
"大同區","女","77",380
"大同區","女","78",349
"大同區","女","79",409
"大同區","女","80",385
"大同區","女","81",395
"大同區","女","82",343
"大同區","女","83",351
"大同區","女","84",353
"大同區","女","85",311
"大同區","女","86",283
"大同區","女","87",230
"大同區","女","88",212
"大同區","女","89",166
"大同區","女","90",142
"大同區","女","91",129
"大同區","女","92",102
"大同區","女","93",72
"大同區","女","94",58
"大同區","女","95",45
"大同區","女","96",39
"大同區","女","97",19
"大同區","女","98",20
"大同區","女","99",13
"大同區","女","100",18
"大同區","女","總計",62468
"萬華區","計","0~4",4975
"萬華區","計","5~9",5292
"萬華區","計","10~14",4814
"萬華區","計","15~19",6128
"萬華區","計","20~24",7916
"萬華區","計","25~29",9983
"萬華區","計","30~34",11075
"萬華區","計","35~39",11854
"萬華區","計","40~44",14183
"萬華區","計","45~49",13615
"萬華區","計","50~54",13196
"萬華區","計","55~59",13946
"萬華區","計","60~64",14368
"萬華區","計","65~69",13735
"萬華區","計","70~74",11750
"萬華區","計","75~79",6566
"萬華區","計","80~84",5177
"萬華區","計","85~89",2888
"萬華區","計","90~94",1473
"萬華區","計","95~99",420
"萬華區","計","0",1038
"萬華區","計","1",886
"萬華區","計","2",984
"萬華區","計","3",979
"萬華區","計","4",1088
"萬華區","計","5",1083
"萬華區","計","6",1020
"萬華區","計","7",1074
"萬華區","計","8",1093
"萬華區","計","9",1022
"萬華區","計","10",898
"萬華區","計","11",1067
"萬華區","計","12",940
"萬華區","計","13",870
"萬華區","計","14",1039
"萬華區","計","15",1114
"萬華區","計","16",1247
"萬華區","計","17",1222
"萬華區","計","18",1216
"萬華區","計","19",1329
"萬華區","計","20",1367
"萬華區","計","21",1529
"萬華區","計","22",1529
"萬華區","計","23",1795
"萬華區","計","24",1696
"萬華區","計","25",1657
"萬華區","計","26",1996
"萬華區","計","27",2051
"萬華區","計","28",2178
"萬華區","計","29",2101
"萬華區","計","30",2188
"萬華區","計","31",2186
"萬華區","計","32",2170
"萬華區","計","33",2321
"萬華區","計","34",2210
"萬華區","計","35",2370
"萬華區","計","36",2261
"萬華區","計","37",2151
"萬華區","計","38",2410
"萬華區","計","39",2662
"萬華區","計","40",2723
"萬華區","計","41",2833
"萬華區","計","42",2898
"萬華區","計","43",2805
"萬華區","計","44",2924
"萬華區","計","45",2840
"萬華區","計","46",2635
"萬華區","計","47",3052
"萬華區","計","48",2532
"萬華區","計","49",2556
"萬華區","計","50",2471
"萬華區","計","51",2587
"萬華區","計","52",2643
"萬華區","計","53",2757
"萬華區","計","54",2738
"萬華區","計","55",2794
"萬華區","計","56",2712
"萬華區","計","57",2758
"萬華區","計","58",2840
"萬華區","計","59",2842
"萬華區","計","60",2934
"萬華區","計","61",2916
"萬華區","計","62",2751
"萬華區","計","63",2865
"萬華區","計","64",2902
"萬華區","計","65",2872
"萬華區","計","66",2628
"萬華區","計","67",2793
"萬華區","計","68",2777
"萬華區","計","69",2665
"萬華區","計","70",2466
"萬華區","計","71",2516
"萬華區","計","72",2559
"萬華區","計","73",2113
"萬華區","計","74",2096
"萬華區","計","75",1803
"萬華區","計","76",1519
"萬華區","計","77",1207
"萬華區","計","78",924
"萬華區","計","79",1113
"萬華區","計","80",1125
"萬華區","計","81",1028
"萬華區","計","82",1097
"萬華區","計","83",1014
"萬華區","計","84",913
"萬華區","計","85",752
"萬華區","計","86",620
"萬華區","計","87",585
"萬華區","計","88",513
"萬華區","計","89",418
"萬華區","計","90",376
"萬華區","計","91",318
"萬華區","計","92",310
"萬華區","計","93",259
"萬華區","計","94",210
"萬華區","計","95",163
"萬華區","計","96",109
"萬華區","計","97",69
"萬華區","計","98",50
"萬華區","計","99",29
"萬華區","計","100",77
"萬華區","計","總計",173431
"萬華區","男","0~4",2533
"萬華區","男","5~9",2770
"萬華區","男","10~14",2554
"萬華區","男","15~19",3207
"萬華區","男","20~24",4096
"萬華區","男","25~29",5064
"萬華區","男","30~34",5585
"萬華區","男","35~39",5835
"萬華區","男","40~44",7135
"萬華區","男","45~49",6699
"萬華區","男","50~54",6341
"萬華區","男","55~59",6691
"萬華區","男","60~64",6766
"萬華區","男","65~69",6516
"萬華區","男","70~74",5397
"萬華區","男","75~79",2797
"萬華區","男","80~84",2075
"萬華區","男","85~89",1072
"萬華區","男","90~94",622
"萬華區","男","95~99",187
"萬華區","男","0",536
"萬華區","男","1",444
"萬華區","男","2",489
"萬華區","男","3",493
"萬華區","男","4",571
"萬華區","男","5",558
"萬華區","男","6",546
"萬華區","男","7",540
"萬華區","男","8",587
"萬華區","男","9",539
"萬華區","男","10",489
"萬華區","男","11",562
"萬華區","男","12",472
"萬華區","男","13",464
"萬華區","男","14",567
"萬華區","男","15",612
"萬華區","男","16",639
"萬華區","男","17",615
"萬華區","男","18",648
"萬華區","男","19",693
"萬華區","男","20",684
"萬華區","男","21",811
